t_id,tipo,tiempo_recogida,fecha_hora_recogida
scene04961.png,Apple,661,2022-09-28 20:00:00
scene04981.png,Apple,184,2022-09-08 23:00:00
scene05001.png,Apple,373,2022-09-16 20:00:00
scene05021.png,Apple,257,2022-09-12 00:00:00
scene05061.png,Apple,410,2022-09-18 09:00:00
scene05081.png,Apple,8,2022-09-01 15:00:00
scene05101.png,Apple,686,2022-09-29 21:00:00
scene05141.png,Apple,240,2022-09-11 07:00:00
scene05161.png,Apple,475,2022-09-21 02:00:00
scene05181.png,Apple,583,2022-09-25 14:00:00
scene05201.png,Apple,216,2022-09-10 07:00:00
scene05221.png,Apple,492,2022-09-21 19:00:00
scene05241.png,Apple,244,2022-09-11 11:00:00
scene05321.png,Apple,199,2022-09-09 14:00:00
scene05341.png,Apple,132,2022-09-06 19:00:00
scene05361.png,Apple,143,2022-09-07 06:00:00
scene05381.png,Apple,18,2022-09-02 01:00:00
scene05421.png,Apple,509,2022-09-22 12:00:00
scene05441.png,Apple,204,2022-09-09 19:00:00
scene05461.png,Apple,523,2022-09-23 02:00:00
scene05481.png,Apple,332,2022-09-15 03:00:00
scene05541.png,Apple,434,2022-09-19 09:00:00
scene05561.png,Apple,197,2022-09-09 12:00:00
scene05581.png,Apple,169,2022-09-08 08:00:00
scene05601.png,Apple,194,2022-09-09 09:00:00
scene05621.png,Apple,700,2022-09-30 11:00:00
scene05701.png,Apple,72,2022-09-04 07:00:00
scene05721.png,Apple,132,2022-09-06 19:00:00
scene05741.png,Apple,651,2022-09-28 10:00:00
scene05761.png,Apple,41,2022-09-03 00:00:00
scene05781.png,Apple,508,2022-09-22 11:00:00
scene05801.png,Apple,489,2022-09-21 16:00:00
scene05881.png,Apple,320,2022-09-14 15:00:00
scene05901.png,Apple,250,2022-09-11 17:00:00
scene05921.png,Apple,554,2022-09-24 09:00:00
scene05941.png,Apple,227,2022-09-10 18:00:00
scene05981.png,Apple,499,2022-09-22 02:00:00
scene06001.png,Apple,516,2022-09-22 19:00:00
scene06021.png,Apple,2,2022-09-01 09:00:00
scene06041.png,Apple,275,2022-09-12 18:00:00
scene06061.png,Apple,210,2022-09-10 01:00:00
scene06121.png,Apple,348,2022-09-15 19:00:00
scene06141.png,Apple,319,2022-09-14 14:00:00
scene06161.png,Apple,80,2022-09-04 15:00:00
scene06181.png,Apple,321,2022-09-14 16:00:00
scene06241.png,Apple,104,2022-09-05 15:00:00
scene06261.png,Apple,182,2022-09-08 21:00:00
scene06281.png,Apple,316,2022-09-14 11:00:00
scene06301.png,Apple,429,2022-09-19 04:00:00
scene06321.png,Apple,467,2022-09-20 18:00:00
scene06341.png,Apple,187,2022-09-09 02:00:00
scene06361.png,Apple,668,2022-09-29 03:00:00
scene06381.png,Apple,310,2022-09-14 05:00:00
scene06401.png,Apple,216,2022-09-10 07:00:00
scene06441.png,Apple,162,2022-09-08 01:00:00
scene06461.png,Apple,387,2022-09-17 10:00:00
scene06481.png,Apple,233,2022-09-11 00:00:00
scene06541.png,Apple,549,2022-09-24 04:00:00
scene06561.png,Apple,479,2022-09-21 06:00:00
scene06581.png,Apple,626,2022-09-27 09:00:00
scene06601.png,Apple,663,2022-09-28 22:00:00
scene06621.png,Apple,269,2022-09-12 12:00:00
scene06721.png,Apple,97,2022-09-05 08:00:00
scene06741.png,Apple,629,2022-09-27 12:00:00
scene06761.png,Apple,273,2022-09-12 16:00:00
scene06781.png,Apple,126,2022-09-06 13:00:00
scene06821.png,Apple,647,2022-09-28 06:00:00
scene06841.png,Apple,148,2022-09-07 11:00:00
scene06861.png,Apple,480,2022-09-21 07:00:00
scene06921.png,Apple,134,2022-09-06 21:00:00
scene06941.png,Apple,318,2022-09-14 13:00:00
scene07001.png,Apple,125,2022-09-06 12:00:00
scene07021.png,Apple,553,2022-09-24 08:00:00
scene07081.png,Apple,561,2022-09-24 16:00:00
scene07101.png,Apple,11,2022-09-01 18:00:00
scene07161.png,Apple,395,2022-09-17 18:00:00
scene07181.png,Apple,292,2022-09-13 11:00:00
scene07241.png,Apple,414,2022-09-18 13:00:00
scene07281.png,Apple,354,2022-09-16 01:00:00
scene07301.png,Apple,274,2022-09-12 17:00:00
scene07321.png,Apple,134,2022-09-06 21:00:00
scene07341.png,Apple,647,2022-09-28 06:00:00
scene07361.png,Apple,266,2022-09-12 09:00:00
scene07381.png,Apple,593,2022-09-26 00:00:00
scene07401.png,Apple,419,2022-09-18 18:00:00
scene07421.png,Apple,334,2022-09-15 05:00:00
scene07461.png,Apple,2,2022-09-01 09:00:00
scene07501.png,Apple,558,2022-09-24 13:00:00
scene07521.png,Apple,83,2022-09-04 18:00:00
scene07561.png,Apple,641,2022-09-28 00:00:00
scene07581.png,Apple,667,2022-09-29 02:00:00
scene07621.png,Apple,124,2022-09-06 11:00:00
scene07641.png,Apple,466,2022-09-20 17:00:00
scene07701.png,Apple,445,2022-09-19 20:00:00
scene07721.png,Apple,483,2022-09-21 10:00:00
scene07741.png,Apple,690,2022-09-30 01:00:00
scene07781.png,Apple,192,2022-09-09 07:00:00
scene07801.png,Apple,542,2022-09-23 21:00:00
scene07821.png,Apple,458,2022-09-20 09:00:00
scene07841.png,Apple,626,2022-09-27 09:00:00
scene07861.png,Apple,120,2022-09-06 07:00:00
scene07881.png,Apple,278,2022-09-12 21:00:00
Apple 01.png,Apple,572,2022-09-25 03:00:00
Apple 010.png,Apple,287,2022-09-13 06:00:00
Apple 0100.png,Apple,653,2022-09-28 12:00:00
Apple 01000.png,Apple,552,2022-09-24 07:00:00
Apple 01001.png,Apple,383,2022-09-17 06:00:00
Apple 01002.png,Apple,505,2022-09-22 08:00:00
Apple 01003.png,Apple,202,2022-09-09 17:00:00
Apple 01004.png,Apple,676,2022-09-29 11:00:00
Apple 01005.png,Apple,587,2022-09-25 18:00:00
Apple 01006.png,Apple,42,2022-09-03 01:00:00
Apple 01007.png,Apple,494,2022-09-21 21:00:00
Apple 01008.png,Apple,306,2022-09-14 01:00:00
Apple 01009.png,Apple,684,2022-09-29 19:00:00
Apple 0101.png,Apple,544,2022-09-23 23:00:00
Apple 01010.png,Apple,249,2022-09-11 16:00:00
Apple 01011.png,Apple,284,2022-09-13 03:00:00
Apple 01012.png,Apple,701,2022-09-30 12:00:00
Apple 01013.png,Apple,566,2022-09-24 21:00:00
Apple 01014.png,Apple,45,2022-09-03 04:00:00
Apple 01015.png,Apple,603,2022-09-26 10:00:00
Apple 01016.png,Apple,486,2022-09-21 13:00:00
Apple 01017.png,Apple,190,2022-09-09 05:00:00
Apple 01018.png,Apple,378,2022-09-17 01:00:00
Apple 01019.png,Apple,628,2022-09-27 11:00:00
Apple 0102.png,Apple,39,2022-09-02 22:00:00
Apple 01020.png,Apple,624,2022-09-27 07:00:00
Apple 01021.png,Apple,386,2022-09-17 09:00:00
Apple 01022.png,Apple,376,2022-09-16 23:00:00
Apple 01023.png,Apple,343,2022-09-15 14:00:00
Apple 01024.png,Apple,276,2022-09-12 19:00:00
Apple 01025.png,Apple,321,2022-09-14 16:00:00
Apple 01026.png,Apple,577,2022-09-25 08:00:00
Apple 01027.png,Apple,115,2022-09-06 02:00:00
Apple 01028.png,Apple,357,2022-09-16 04:00:00
Apple 01029.png,Apple,72,2022-09-04 07:00:00
Apple 0103.png,Apple,288,2022-09-13 07:00:00
Apple 01030.png,Apple,433,2022-09-19 08:00:00
Apple 01031.png,Apple,463,2022-09-20 14:00:00
Apple 01032.png,Apple,325,2022-09-14 20:00:00
Apple 01033.png,Apple,662,2022-09-28 21:00:00
Apple 01034.png,Apple,44,2022-09-03 03:00:00
Apple 01035.png,Apple,718,2022-10-01 05:00:00
Apple 01036.png,Apple,398,2022-09-17 21:00:00
Apple 01037.png,Apple,88,2022-09-04 23:00:00
Apple 01038.png,Apple,264,2022-09-12 07:00:00
Apple 01039.png,Apple,332,2022-09-15 03:00:00
Apple 0104.png,Apple,513,2022-09-22 16:00:00
Apple 01040.png,Apple,576,2022-09-25 07:00:00
Apple 01041.png,Apple,409,2022-09-18 08:00:00
Apple 01042.png,Apple,449,2022-09-20 00:00:00
Apple 01043.png,Apple,467,2022-09-20 18:00:00
Apple 01044.png,Apple,154,2022-09-07 17:00:00
Apple 01045.png,Apple,604,2022-09-26 11:00:00
Apple 01046.png,Apple,20,2022-09-02 03:00:00
Apple 01047.png,Apple,616,2022-09-26 23:00:00
Apple 01048.png,Apple,592,2022-09-25 23:00:00
Apple 01049.png,Apple,353,2022-09-16 00:00:00
Apple 0105.png,Apple,289,2022-09-13 08:00:00
Apple 01050.png,Apple,240,2022-09-11 07:00:00
Apple 01051.png,Apple,4,2022-09-01 11:00:00
Apple 01052.png,Apple,99,2022-09-05 10:00:00
Apple 01053.png,Apple,479,2022-09-21 06:00:00
Apple 01054.png,Apple,79,2022-09-04 14:00:00
Apple 01055.png,Apple,659,2022-09-28 18:00:00
Apple 01056.png,Apple,110,2022-09-05 21:00:00
Apple 01057.png,Apple,593,2022-09-26 00:00:00
Apple 01058.png,Apple,4,2022-09-01 11:00:00
Apple 01059.png,Apple,373,2022-09-16 20:00:00
Apple 0106.png,Apple,34,2022-09-02 17:00:00
Apple 01060.png,Apple,39,2022-09-02 22:00:00
Apple 01061.png,Apple,112,2022-09-05 23:00:00
Apple 01062.png,Apple,272,2022-09-12 15:00:00
Apple 01063.png,Apple,283,2022-09-13 02:00:00
Apple 01064.png,Apple,276,2022-09-12 19:00:00
Apple 01065.png,Apple,408,2022-09-18 07:00:00
Apple 01066.png,Apple,145,2022-09-07 08:00:00
Apple 01067.png,Apple,80,2022-09-04 15:00:00
Apple 01068.png,Apple,130,2022-09-06 17:00:00
Apple 01069.png,Apple,629,2022-09-27 12:00:00
Apple 0107.png,Apple,403,2022-09-18 02:00:00
Apple 01070.png,Apple,50,2022-09-03 09:00:00
Apple 01071.png,Apple,29,2022-09-02 12:00:00
Apple 01072.png,Apple,341,2022-09-15 12:00:00
Apple 01073.png,Apple,96,2022-09-05 07:00:00
Apple 01074.png,Apple,341,2022-09-15 12:00:00
Apple 01075.png,Apple,667,2022-09-29 02:00:00
Apple 01076.png,Apple,103,2022-09-05 14:00:00
Apple 01077.png,Apple,6,2022-09-01 13:00:00
Apple 01078.png,Apple,192,2022-09-09 07:00:00
Apple 01079.png,Apple,233,2022-09-11 00:00:00
Apple 0108.png,Apple,42,2022-09-03 01:00:00
Apple 01080.png,Apple,258,2022-09-12 01:00:00
Apple 01081.png,Apple,537,2022-09-23 16:00:00
Apple 01082.png,Apple,536,2022-09-23 15:00:00
Apple 01083.png,Apple,537,2022-09-23 16:00:00
Apple 01084.png,Apple,703,2022-09-30 14:00:00
Apple 01085.png,Apple,284,2022-09-13 03:00:00
Apple 01086.png,Apple,592,2022-09-25 23:00:00
Apple 01087.png,Apple,14,2022-09-01 21:00:00
Apple 01088.png,Apple,127,2022-09-06 14:00:00
Apple 01089.png,Apple,630,2022-09-27 13:00:00
Apple 0109.png,Apple,396,2022-09-17 19:00:00
Apple 01090.png,Apple,3,2022-09-01 10:00:00
Apple 01091.png,Apple,176,2022-09-08 15:00:00
Apple 01092.png,Apple,284,2022-09-13 03:00:00
Apple 01093.png,Apple,457,2022-09-20 08:00:00
Apple 01094.png,Apple,353,2022-09-16 00:00:00
Apple 01095.png,Apple,695,2022-09-30 06:00:00
Apple 01096.png,Apple,169,2022-09-08 08:00:00
Apple 01097.png,Apple,401,2022-09-18 00:00:00
Apple 01098.png,Apple,201,2022-09-09 16:00:00
Apple 01099.png,Apple,86,2022-09-04 21:00:00
Apple 011.png,Apple,716,2022-10-01 03:00:00
Apple 0110.png,Apple,478,2022-09-21 05:00:00
Apple 01100.png,Apple,251,2022-09-11 18:00:00
Apple 01101.png,Apple,168,2022-09-08 07:00:00
Apple 01102.png,Apple,593,2022-09-26 00:00:00
Apple 01103.png,Apple,302,2022-09-13 21:00:00
Apple 01104.png,Apple,103,2022-09-05 14:00:00
Apple 01105.png,Apple,684,2022-09-29 19:00:00
Apple 01106.png,Apple,518,2022-09-22 21:00:00
Apple 01107.png,Apple,6,2022-09-01 13:00:00
Apple 01108.png,Apple,579,2022-09-25 10:00:00
Apple 01109.png,Apple,278,2022-09-12 21:00:00
Apple 0111.png,Apple,282,2022-09-13 01:00:00
Apple 01110.png,Apple,337,2022-09-15 08:00:00
Apple 01111.png,Apple,627,2022-09-27 10:00:00
Apple 01112.png,Apple,307,2022-09-14 02:00:00
Apple 01113.png,Apple,29,2022-09-02 12:00:00
Apple 01114.png,Apple,501,2022-09-22 04:00:00
Apple 01115.png,Apple,505,2022-09-22 08:00:00
Apple 01116.png,Apple,357,2022-09-16 04:00:00
Apple 01117.png,Apple,380,2022-09-17 03:00:00
Apple 01118.png,Apple,660,2022-09-28 19:00:00
Apple 01119.png,Apple,252,2022-09-11 19:00:00
Apple 0112.png,Apple,467,2022-09-20 18:00:00
Apple 01120.png,Apple,113,2022-09-06 00:00:00
Apple 01121.png,Apple,444,2022-09-19 19:00:00
Apple 01122.png,Apple,485,2022-09-21 12:00:00
Apple 01123.png,Apple,477,2022-09-21 04:00:00
Apple 01124.png,Apple,600,2022-09-26 07:00:00
Apple 01125.png,Apple,662,2022-09-28 21:00:00
Apple 01126.png,Apple,519,2022-09-22 22:00:00
Apple 01127.png,Apple,715,2022-10-01 02:00:00
Apple 01128.png,Apple,50,2022-09-03 09:00:00
Apple 01129.png,Apple,592,2022-09-25 23:00:00
Apple 0113.png,Apple,593,2022-09-26 00:00:00
Apple 01130.png,Apple,148,2022-09-07 11:00:00
Apple 01131.png,Apple,186,2022-09-09 01:00:00
Apple 01132.png,Apple,139,2022-09-07 02:00:00
Apple 01133.png,Apple,271,2022-09-12 14:00:00
Apple 01134.png,Apple,96,2022-09-05 07:00:00
Apple 01135.png,Apple,583,2022-09-25 14:00:00
Apple 01136.png,Apple,471,2022-09-20 22:00:00
Apple 01137.png,Apple,254,2022-09-11 21:00:00
Apple 01138.png,Apple,52,2022-09-03 11:00:00
Apple 01139.png,Apple,5,2022-09-01 12:00:00
Apple 0114.png,Apple,33,2022-09-02 16:00:00
Apple 01140.png,Apple,97,2022-09-05 08:00:00
Apple 01141.png,Apple,47,2022-09-03 06:00:00
Apple 01142.png,Apple,407,2022-09-18 06:00:00
Apple 01143.png,Apple,573,2022-09-25 04:00:00
Apple 01144.png,Apple,626,2022-09-27 09:00:00
Apple 01145.png,Apple,189,2022-09-09 04:00:00
Apple 01146.png,Apple,710,2022-09-30 21:00:00
Apple 01147.png,Apple,276,2022-09-12 19:00:00
Apple 01148.png,Apple,36,2022-09-02 19:00:00
Apple 01149.png,Apple,701,2022-09-30 12:00:00
Apple 0115.png,Apple,707,2022-09-30 18:00:00
Apple 01150.png,Apple,242,2022-09-11 09:00:00
Apple 01151.png,Apple,195,2022-09-09 10:00:00
Apple 01152.png,Apple,296,2022-09-13 15:00:00
Apple 01153.png,Apple,431,2022-09-19 06:00:00
Apple 01154.png,Apple,386,2022-09-17 09:00:00
Apple 01155.png,Apple,217,2022-09-10 08:00:00
Apple 01156.png,Apple,224,2022-09-10 15:00:00
Apple 01157.png,Apple,460,2022-09-20 11:00:00
Apple 01158.png,Apple,7,2022-09-01 14:00:00
Apple 01159.png,Apple,455,2022-09-20 06:00:00
Apple 0116.png,Apple,540,2022-09-23 19:00:00
Apple 01160.png,Apple,375,2022-09-16 22:00:00
Apple 01161.png,Apple,126,2022-09-06 13:00:00
Apple 01162.png,Apple,160,2022-09-07 23:00:00
Apple 01163.png,Apple,55,2022-09-03 14:00:00
Apple 01164.png,Apple,400,2022-09-17 23:00:00
Apple 01165.png,Apple,495,2022-09-21 22:00:00
Apple 01166.png,Apple,679,2022-09-29 14:00:00
Apple 01167.png,Apple,448,2022-09-19 23:00:00
Apple 01168.png,Apple,471,2022-09-20 22:00:00
Apple 01169.png,Apple,126,2022-09-06 13:00:00
Apple 0117.png,Apple,297,2022-09-13 16:00:00
Apple 01170.png,Apple,54,2022-09-03 13:00:00
Apple 01171.png,Apple,90,2022-09-05 01:00:00
Apple 01172.png,Apple,304,2022-09-13 23:00:00
Apple 01173.png,Apple,594,2022-09-26 01:00:00
Apple 01174.png,Apple,355,2022-09-16 02:00:00
Apple 01175.png,Apple,279,2022-09-12 22:00:00
Apple 01176.png,Apple,510,2022-09-22 13:00:00
Apple 01177.png,Apple,580,2022-09-25 11:00:00
Apple 01178.png,Apple,580,2022-09-25 11:00:00
Apple 01179.png,Apple,550,2022-09-24 05:00:00
Apple 0118.png,Apple,55,2022-09-03 14:00:00
Apple 01180.png,Apple,36,2022-09-02 19:00:00
Apple 01181.png,Apple,702,2022-09-30 13:00:00
Apple 01182.png,Apple,503,2022-09-22 06:00:00
Apple 01183.png,Apple,284,2022-09-13 03:00:00
Apple 01184.png,Apple,682,2022-09-29 17:00:00
Apple 01185.png,Apple,391,2022-09-17 14:00:00
Apple 01186.png,Apple,589,2022-09-25 20:00:00
Apple 01187.png,Apple,563,2022-09-24 18:00:00
Apple 01188.png,Apple,436,2022-09-19 11:00:00
Apple 01189.png,Apple,593,2022-09-26 00:00:00
Apple 0119.png,Apple,137,2022-09-07 00:00:00
Apple 01190.png,Apple,485,2022-09-21 12:00:00
Apple 01191.png,Apple,275,2022-09-12 18:00:00
Apple 01192.png,Apple,607,2022-09-26 14:00:00
Apple 01193.png,Apple,634,2022-09-27 17:00:00
Apple 01194.png,Apple,504,2022-09-22 07:00:00
Apple 01195.png,Apple,215,2022-09-10 06:00:00
Apple 01196.png,Apple,456,2022-09-20 07:00:00
Apple 01197.png,Apple,463,2022-09-20 14:00:00
Apple 01198.png,Apple,298,2022-09-13 17:00:00
Apple 01199.png,Apple,580,2022-09-25 11:00:00
Apple 012.png,Apple,192,2022-09-09 07:00:00
Apple 0120.png,Apple,125,2022-09-06 12:00:00
Apple 01200.png,Apple,325,2022-09-14 20:00:00
Apple 01201.png,Apple,452,2022-09-20 03:00:00
Apple 01202.png,Apple,282,2022-09-13 01:00:00
Apple 01203.png,Apple,708,2022-09-30 19:00:00
Apple 01204.png,Apple,190,2022-09-09 05:00:00
Apple 01205.png,Apple,160,2022-09-07 23:00:00
Apple 01206.png,Apple,209,2022-09-10 00:00:00
Apple 01207.png,Apple,698,2022-09-30 09:00:00
Apple 01208.png,Apple,23,2022-09-02 06:00:00
Apple 01209.png,Apple,679,2022-09-29 14:00:00
Apple 0121.png,Apple,158,2022-09-07 21:00:00
Apple 01210.png,Apple,709,2022-09-30 20:00:00
Apple 01211.png,Apple,417,2022-09-18 16:00:00
Apple 01212.png,Apple,398,2022-09-17 21:00:00
Apple 01213.png,Apple,217,2022-09-10 08:00:00
Apple 01214.png,Apple,399,2022-09-17 22:00:00
Apple 01215.png,Apple,626,2022-09-27 09:00:00
Apple 01216.png,Apple,369,2022-09-16 16:00:00
Apple 01217.png,Apple,5,2022-09-01 12:00:00
Apple 01218.png,Apple,102,2022-09-05 13:00:00
Apple 01219.png,Apple,210,2022-09-10 01:00:00
Apple 0122.png,Apple,393,2022-09-17 16:00:00
Apple 01220.png,Apple,493,2022-09-21 20:00:00
Apple 01221.png,Apple,425,2022-09-19 00:00:00
Apple 01222.png,Apple,67,2022-09-04 02:00:00
Apple 01223.png,Apple,89,2022-09-05 00:00:00
Apple 01224.png,Apple,253,2022-09-11 20:00:00
Apple 01225.png,Apple,279,2022-09-12 22:00:00
Apple 01226.png,Apple,125,2022-09-06 12:00:00
Apple 01227.png,Apple,100,2022-09-05 11:00:00
Apple 01228.png,Apple,599,2022-09-26 06:00:00
Apple 01229.png,Apple,431,2022-09-19 06:00:00
Apple 0123.png,Apple,302,2022-09-13 21:00:00
Apple 01230.png,Apple,385,2022-09-17 08:00:00
Apple 01231.png,Apple,364,2022-09-16 11:00:00
Apple 01232.png,Apple,617,2022-09-27 00:00:00
Apple 01233.png,Apple,187,2022-09-09 02:00:00
Apple 01234.png,Apple,600,2022-09-26 07:00:00
Apple 01235.png,Apple,332,2022-09-15 03:00:00
Apple 01236.png,Apple,450,2022-09-20 01:00:00
Apple 01237.png,Apple,521,2022-09-23 00:00:00
Apple 01238.png,Apple,169,2022-09-08 08:00:00
Apple 01239.png,Apple,544,2022-09-23 23:00:00
Apple 0124.png,Apple,283,2022-09-13 02:00:00
Apple 01240.png,Apple,194,2022-09-09 09:00:00
Apple 01241.png,Apple,155,2022-09-07 18:00:00
Apple 01242.png,Apple,677,2022-09-29 12:00:00
Apple 01243.png,Apple,621,2022-09-27 04:00:00
Apple 01244.png,Apple,292,2022-09-13 11:00:00
Apple 01245.png,Apple,616,2022-09-26 23:00:00
Apple 01246.png,Apple,373,2022-09-16 20:00:00
Apple 01247.png,Apple,703,2022-09-30 14:00:00
Apple 01248.png,Apple,46,2022-09-03 05:00:00
Apple 01249.png,Apple,585,2022-09-25 16:00:00
Apple 0125.png,Apple,113,2022-09-06 00:00:00
Apple 01250.png,Apple,251,2022-09-11 18:00:00
Apple 01251.png,Apple,637,2022-09-27 20:00:00
Apple 01252.png,Apple,12,2022-09-01 19:00:00
Apple 01253.png,Apple,397,2022-09-17 20:00:00
Apple 01254.png,Apple,315,2022-09-14 10:00:00
Apple 01255.png,Apple,621,2022-09-27 04:00:00
Apple 01256.png,Apple,377,2022-09-17 00:00:00
Apple 01257.png,Apple,457,2022-09-20 08:00:00
Apple 01258.png,Apple,392,2022-09-17 15:00:00
Apple 01259.png,Apple,385,2022-09-17 08:00:00
Apple 0126.png,Apple,427,2022-09-19 02:00:00
Apple 01260.png,Apple,589,2022-09-25 20:00:00
Apple 01261.png,Apple,474,2022-09-21 01:00:00
Apple 01262.png,Apple,679,2022-09-29 14:00:00
Apple 01263.png,Apple,131,2022-09-06 18:00:00
Apple 01264.png,Apple,387,2022-09-17 10:00:00
Apple 01265.png,Apple,472,2022-09-20 23:00:00
Apple 01266.png,Apple,317,2022-09-14 12:00:00
Apple 01267.png,Apple,682,2022-09-29 17:00:00
Apple 01268.png,Apple,342,2022-09-15 13:00:00
Apple 01269.png,Apple,668,2022-09-29 03:00:00
Apple 0127.png,Apple,560,2022-09-24 15:00:00
Apple 01270.png,Apple,154,2022-09-07 17:00:00
Apple 01271.png,Apple,216,2022-09-10 07:00:00
Apple 01272.png,Apple,555,2022-09-24 10:00:00
Apple 01273.png,Apple,627,2022-09-27 10:00:00
Apple 01274.png,Apple,10,2022-09-01 17:00:00
Apple 01275.png,Apple,140,2022-09-07 03:00:00
Apple 01276.png,Apple,667,2022-09-29 02:00:00
Apple 01277.png,Apple,616,2022-09-26 23:00:00
Apple 01278.png,Apple,230,2022-09-10 21:00:00
Apple 01279.png,Apple,423,2022-09-18 22:00:00
Apple 0128.png,Apple,249,2022-09-11 16:00:00
Apple 01280.png,Apple,179,2022-09-08 18:00:00
Apple 01281.png,Apple,263,2022-09-12 06:00:00
Apple 01282.png,Apple,84,2022-09-04 19:00:00
Apple 01283.png,Apple,272,2022-09-12 15:00:00
Apple 01284.png,Apple,319,2022-09-14 14:00:00
Apple 01285.png,Apple,406,2022-09-18 05:00:00
Apple 01286.png,Apple,474,2022-09-21 01:00:00
Apple 01287.png,Apple,230,2022-09-10 21:00:00
Apple 01288.png,Apple,195,2022-09-09 10:00:00
Apple 01289.png,Apple,674,2022-09-29 09:00:00
Apple 0129.png,Apple,389,2022-09-17 12:00:00
Apple 01290.png,Apple,15,2022-09-01 22:00:00
Apple 01291.png,Apple,579,2022-09-25 10:00:00
Apple 01292.png,Apple,671,2022-09-29 06:00:00
Apple 01293.png,Apple,365,2022-09-16 12:00:00
Apple 01294.png,Apple,79,2022-09-04 14:00:00
Apple 01295.png,Apple,161,2022-09-08 00:00:00
Apple 01296.png,Apple,500,2022-09-22 03:00:00
Apple 01297.png,Apple,328,2022-09-14 23:00:00
Apple 01298.png,Apple,688,2022-09-29 23:00:00
Apple 01299.png,Apple,132,2022-09-06 19:00:00
Apple 013.png,Apple,548,2022-09-24 03:00:00
Apple 0130.png,Apple,716,2022-10-01 03:00:00
Apple 01300.png,Apple,624,2022-09-27 07:00:00
Apple 01301.png,Apple,208,2022-09-09 23:00:00
Apple 01302.png,Apple,619,2022-09-27 02:00:00
Apple 01303.png,Apple,68,2022-09-04 03:00:00
Apple 01304.png,Apple,228,2022-09-10 19:00:00
Apple 01305.png,Apple,252,2022-09-11 19:00:00
Apple 01306.png,Apple,240,2022-09-11 07:00:00
Apple 01307.png,Apple,615,2022-09-26 22:00:00
Apple 01308.png,Apple,301,2022-09-13 20:00:00
Apple 01309.png,Apple,185,2022-09-09 00:00:00
Apple 0131.png,Apple,344,2022-09-15 15:00:00
Apple 01310.png,Apple,372,2022-09-16 19:00:00
Apple 01311.png,Apple,199,2022-09-09 14:00:00
Apple 01312.png,Apple,398,2022-09-17 21:00:00
Apple 01313.png,Apple,359,2022-09-16 06:00:00
Apple 01314.png,Apple,484,2022-09-21 11:00:00
Apple 01315.png,Apple,705,2022-09-30 16:00:00
Apple 01316.png,Apple,553,2022-09-24 08:00:00
Apple 01317.png,Apple,454,2022-09-20 05:00:00
Apple 01318.png,Apple,229,2022-09-10 20:00:00
Apple 01319.png,Apple,328,2022-09-14 23:00:00
Apple 0132.png,Apple,185,2022-09-09 00:00:00
Apple 01320.png,Apple,691,2022-09-30 02:00:00
Apple 01321.png,Apple,89,2022-09-05 00:00:00
Apple 01322.png,Apple,366,2022-09-16 13:00:00
Apple 01323.png,Apple,145,2022-09-07 08:00:00
Apple 01324.png,Apple,90,2022-09-05 01:00:00
Apple 01325.png,Apple,510,2022-09-22 13:00:00
Apple 01326.png,Apple,168,2022-09-08 07:00:00
Apple 01327.png,Apple,652,2022-09-28 11:00:00
Apple 01328.png,Apple,686,2022-09-29 21:00:00
Apple 01329.png,Apple,251,2022-09-11 18:00:00
Apple 0133.png,Apple,542,2022-09-23 21:00:00
Apple 01330.png,Apple,182,2022-09-08 21:00:00
Apple 01331.png,Apple,267,2022-09-12 10:00:00
Apple 01332.png,Apple,359,2022-09-16 06:00:00
Apple 01333.png,Apple,389,2022-09-17 12:00:00
Apple 01334.png,Apple,546,2022-09-24 01:00:00
Apple 01335.png,Apple,231,2022-09-10 22:00:00
Apple 01336.png,Apple,280,2022-09-12 23:00:00
Apple 01337.png,Apple,412,2022-09-18 11:00:00
Apple 01338.png,Apple,5,2022-09-01 12:00:00
Apple 01339.png,Apple,717,2022-10-01 04:00:00
Apple 0134.png,Apple,713,2022-10-01 00:00:00
Apple 01340.png,Apple,628,2022-09-27 11:00:00
Apple 01341.png,Apple,124,2022-09-06 11:00:00
Apple 01342.png,Apple,671,2022-09-29 06:00:00
Apple 01343.png,Apple,585,2022-09-25 16:00:00
Apple 01344.png,Apple,314,2022-09-14 09:00:00
Apple 01345.png,Apple,639,2022-09-27 22:00:00
Apple 01346.png,Apple,413,2022-09-18 12:00:00
Apple 01347.png,Apple,679,2022-09-29 14:00:00
Apple 01348.png,Apple,424,2022-09-18 23:00:00
Apple 01349.png,Apple,349,2022-09-15 20:00:00
Apple 0135.png,Apple,637,2022-09-27 20:00:00
Apple 01350.png,Apple,613,2022-09-26 20:00:00
Apple 01351.png,Apple,345,2022-09-15 16:00:00
Apple 01352.png,Apple,155,2022-09-07 18:00:00
Apple 01353.png,Apple,453,2022-09-20 04:00:00
Apple 01354.png,Apple,483,2022-09-21 10:00:00
Apple 01355.png,Apple,74,2022-09-04 09:00:00
Apple 01356.png,Apple,499,2022-09-22 02:00:00
Apple 01357.png,Apple,313,2022-09-14 08:00:00
Apple 01358.png,Apple,418,2022-09-18 17:00:00
Apple 01359.png,Apple,355,2022-09-16 02:00:00
Apple 0136.png,Apple,315,2022-09-14 10:00:00
Apple 01360.png,Apple,680,2022-09-29 15:00:00
Apple 01361.png,Apple,12,2022-09-01 19:00:00
